Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
26.0,35.0,18268.0,42.0,4.0,21.0,3.0,7.0,3.0,1.0,2.0,Female,Finance,Bachelors,Married,Manager,No,Travel_Rarely,1,0.2,0.08571428571428572,0.0011495511276549157,less,equal,0.5064177362893816,Very Far,Under 30,105.0
25.0,4.0,7310.0,10.0,2.0,15.0,2.0,2.0,1.0,2.0,1.0,Female,Finance,Masters,Single,Technician,Yes,Travel_Rarely,1,0.5,0.25,0.002051983584131327,less,less,0.5064177362893816,Close,Under 30,8.0
29.0,38.0,15804.0,1.0,3.0,14.0,1.0,15.0,2.0,8.0,4.0,Female,HR,Bachelors,Single,Manager,No,Travel_Rarely,0,0.39473684210526316,0.05263157894736842,0.000885851683118198,equal,equal,0.47465437788018433,Close,Under 30,38.0
51.0,5.0,13253.0,20.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Male,Finance,High School,Single,Manager,No,Non-Travel,0,0.0,0.0,0.0,less,equal,0.5064177362893816,Moderate,50+,10.0
50.0,35.0,18546.0,43.0,3.0,22.0,2.0,17.0,15.0,2.0,3.0,Female,Finance,Bachelors,Married,Clerk,Yes,Travel_Rarely,0,0.4857142857142857,0.42857142857142855,0.0011862396204033216,greater,greater,0.5064177362893816,Very Far,40-50,70.0
40.0,3.0,11827.0,29.0,2.0,21.0,3.0,0.0,0.0,0.0,3.0,Female,Support,Masters,Divorced,Technician,No,Travel_Rarely,0,0.0,0.0,0.0017755982074913333,equal,equal,0.48679678530424797,Far,30-40,9.0
41.0,9.0,12938.0,2.0,1.0,12.0,2.0,5.0,3.0,5.0,3.0,Female,Support,Masters,Divorced,Technician,Yes,Travel_Frequently,0,0.5555555555555556,0.3333333333333333,0.0009275003864584944,equal,equal,0.48679678530424797,Close,40-50,18.0
52.0,20.0,9240.0,11.0,4.0,16.0,4.0,11.0,6.0,9.0,3.0,Female,Sales,Masters,Married,Executive,Yes,Travel_Frequently,0,0.55,0.3,0.0017316017316017316,greater,greater,0.48325892857142855,Close,50+,80.0
44.0,2.0,7427.0,1.0,2.0,11.0,4.0,2.0,2.0,0.0,3.0,Female,HR,Masters,Married,Engineer,Yes,Travel_Frequently,1,1.0,1.0,0.0014810825366904537,greater,less,0.47465437788018433,Close,40-50,8.0
52.0,30.0,17620.0,31.0,4.0,16.0,1.0,7.0,1.0,5.0,4.0,Female,Support,PhD,Married,Manager,Yes,Travel_Frequently,0,0.23333333333333334,0.03333333333333333,0.0009080590238365494,equal,greater,0.48679678530424797,Far,50+,30.0
52.0,16.0,11033.0,22.0,4.0,10.0,4.0,2.0,0.0,2.0,1.0,Male,Development,Masters,Married,Engineer,Yes,Non-Travel,0,0.125,0.0,0.0009063717937097798,equal,less,0.49280575539568344,Moderate,50+,64.0
54.0,22.0,16154.0,2.0,1.0,23.0,3.0,5.0,3.0,5.0,2.0,Male,HR,High School,Divorced,Clerk,No,Travel_Frequently,1,0.22727272727272727,0.13636363636363635,0.0014237959638479633,equal,less,0.47465437788018433,Close,50+,66.0
64.0,12.0,18336.0,47.0,5.0,7.0,3.0,2.0,0.0,2.0,1.0,Female,Finance,Masters,Divorced,Engineer,Yes,Travel_Rarely,0,0.16666666666666666,0.0,0.00038176265270506107,equal,less,0.5064177362893816,Very Far,50+,36.0
31.0,26.0,14199.0,1.0,5.0,14.0,2.0,8.0,6.0,5.0,2.0,Male,Sales,Bachelors,Single,Engineer,No,Travel_Frequently,0,0.3076923076923077,0.23076923076923078,0.0009859849285160927,greater,equal,0.48325892857142855,Close,30-40,52.0
20.0,19.0,14776.0,24.0,5.0,24.0,1.0,12.0,1.0,12.0,1.0,Male,Support,PhD,Married,Engineer,No,Non-Travel,0,0.631578947368421,0.05263157894736842,0.0016242555495397943,equal,less,0.48679678530424797,Moderate,Under 30,19.0
18.0,12.0,4931.0,36.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,Male,Sales,Masters,Single,Engineer,Yes,Travel_Frequently,0,0.16666666666666666,0.16666666666666666,0.00020279862096937742,greater,greater,0.48325892857142855,Far,Under 30,36.0
22.0,23.0,16843.0,45.0,5.0,21.0,3.0,1.0,1.0,1.0,1.0,Female,HR,PhD,Married,Engineer,No,Travel_Rarely,1,0.043478260869565216,0.043478260869565216,0.0012468087632844505,equal,less,0.47465437788018433,Very Far,Under 30,69.0
43.0,2.0,7699.0,36.0,4.0,9.0,4.0,1.0,0.0,1.0,4.0,Female,HR,Masters,Divorced,Engineer,No,Travel_Frequently,0,0.5,0.0,0.0011689829848032212,greater,equal,0.47465437788018433,Far,40-50,8.0
31.0,9.0,9636.0,47.0,2.0,20.0,1.0,8.0,6.0,2.0,4.0,Male,Sales,Bachelors,Married,Executive,Yes,Non-Travel,0,0.8888888888888888,0.6666666666666666,0.0020755500207555004,greater,greater,0.48325892857142855,Very Far,30-40,9.0
44.0,12.0,19314.0,9.0,5.0,13.0,3.0,4.0,4.0,1.0,3.0,Male,Finance,PhD,Married,Manager,Yes,Travel_Rarely,0,0.3333333333333333,0.3333333333333333,0.0006730868799834318,less,greater,0.5064177362893816,Close,40-50,36.0
26.0,13.0,16989.0,12.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,Female,HR,PhD,Single,Clerk,No,Travel_Rarely,0,0.07692307692307693,0.0,0.00023544646535993878,less,less,0.47465437788018433,Close,Under 30,26.0
32.0,32.0,17237.0,46.0,4.0,16.0,3.0,17.0,7.0,12.0,2.0,Female,Support,Bachelors,Single,Technician,Yes,Travel_Rarely,1,0.53125,0.21875,0.0009282357718860591,less,less,0.48679678530424797,Very Far,30-40,96.0
32.0,1.0,6367.0,20.0,3.0,17.0,1.0,0.0,0.0,0.0,1.0,Male,Finance,Masters,Divorced,Technician,No,Non-Travel,1,0.0,0.0,0.002670017276582378,less,less,0.5064177362893816,Moderate,30-40,1.0
43.0,1.0,15654.0,4.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,Male,Development,High School,Single,Clerk,Yes,Travel_Rarely,1,0.0,0.0,0.0011498658489842851,less,less,0.49280575539568344,Close,40-50,4.0
59.0,38.0,4171.0,15.0,5.0,6.0,1.0,33.0,8.0,10.0,2.0,Male,HR,Masters,Divorced,Engineer,Yes,Non-Travel,0,0.868421052631579,0.21052631578947367,0.0014385039558858787,greater,less,0.47465437788018433,Moderate,50+,38.0
49.0,3.0,15801.0,5.0,4.0,17.0,4.0,3.0,2.0,0.0,4.0,Female,Support,High School,Divorced,Manager,Yes,Travel_Frequently,0,1.0,0.6666666666666666,0.0010758812733371306,equal,greater,0.48679678530424797,Close,40-50,12.0
56.0,33.0,6747.0,10.0,5.0,11.0,4.0,19.0,15.0,11.0,2.0,Male,Support,Bachelors,Married,Engineer,Yes,Travel_Frequently,1,0.5757575757575758,0.45454545454545453,0.0016303542315103008,greater,less,0.48679678530424797,Close,50+,132.0
49.0,18.0,6392.0,44.0,4.0,14.0,1.0,12.0,12.0,7.0,1.0,Female,Sales,Masters,Divorced,Clerk,No,Travel_Rarely,1,0.6666666666666666,0.6666666666666666,0.002190237797246558,less,less,0.48325892857142855,Very Far,40-50,18.0
47.0,8.0,4834.0,40.0,4.0,9.0,2.0,0.0,0.0,0.0,2.0,Male,Sales,Bachelors,Married,Executive,Yes,Non-Travel,0,0.0,0.0,0.0018618121638394704,greater,equal,0.48325892857142855,Very Far,40-50,16.0
54.0,23.0,17435.0,36.0,4.0,16.0,3.0,20.0,8.0,3.0,3.0,Male,Support,PhD,Single,Executive,No,Travel_Frequently,0,0.8695652173913043,0.34782608695652173,0.0009176942930886148,greater,equal,0.48679678530424797,Far,50+,69.0
40.0,12.0,14908.0,35.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,Sales,High School,Divorced,Clerk,No,Travel_Rarely,1,0.08333333333333333,0.0,0.0,equal,equal,0.48325892857142855,Far,30-40,12.0
56.0,29.0,9116.0,1.0,5.0,3.0,4.0,17.0,14.0,7.0,2.0,Male,Sales,High School,Divorced,Engineer,No,Travel_Rarely,1,0.5862068965517241,0.4827586206896552,0.0003290917068889864,greater,equal,0.48325892857142855,Close,50+,116.0
62.0,18.0,4928.0,18.0,4.0,8.0,1.0,17.0,5.0,15.0,3.0,Female,Development,Bachelors,Single,Engineer,No,Non-Travel,0,0.9444444444444444,0.2777777777777778,0.0016233766233766235,greater,equal,0.49280575539568344,Moderate,50+,18.0
32.0,9.0,8494.0,31.0,3.0,3.0,1.0,5.0,4.0,0.0,3.0,Male,Sales,PhD,Married,Engineer,No,Travel_Frequently,0,0.5555555555555556,0.4444444444444444,0.0003531904874028726,greater,greater,0.48325892857142855,Far,30-40,9.0
60.0,13.0,3672.0,46.0,5.0,18.0,3.0,5.0,2.0,3.0,4.0,Male,HR,High School,Single,Manager,No,Travel_Rarely,0,0.38461538461538464,0.15384615384615385,0.004901960784313725,equal,equal,0.47465437788018433,Very Far,50+,39.0
53.0,19.0,6350.0,6.0,1.0,24.0,4.0,16.0,2.0,9.0,2.0,Female,Finance,High School,Married,Engineer,No,Travel_Rarely,0,0.8421052631578947,0.10526315789473684,0.003779527559055118,greater,equal,0.5064177362893816,Close,50+,76.0
30.0,3.0,3287.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,Female,Development,High School,Divorced,Clerk,No,Travel_Rarely,0,0.0,0.0,0.001216915120170368,greater,equal,0.49280575539568344,Close,Under 30,9.0
39.0,4.0,8610.0,32.0,3.0,19.0,4.0,2.0,0.0,2.0,1.0,Male,HR,Masters,Divorced,Executive,Yes,Travel_Frequently,1,0.5,0.0,0.0022067363530778165,equal,less,0.47465437788018433,Far,30-40,16.0
45.0,31.0,11250.0,42.0,5.0,7.0,1.0,20.0,15.0,14.0,2.0,Male,Sales,Masters,Single,Executive,Yes,Non-Travel,1,0.6451612903225806,0.4838709677419355,0.0006222222222222223,greater,equal,0.48325892857142855,Very Far,40-50,31.0
19.0,5.0,8883.0,30.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,Male,HR,PhD,Married,Technician,No,Non-Travel,1,0.4,0.0,0.00011257458065968704,equal,less,0.47465437788018433,Far,Under 30,10.0
59.0,13.0,13170.0,26.0,3.0,24.0,3.0,0.0,0.0,0.0,1.0,Female,Sales,PhD,Divorced,Engineer,Yes,Non-Travel,1,0.0,0.0,0.0018223234624145787,equal,less,0.48325892857142855,Far,50+,39.0
62.0,5.0,18514.0,3.0,1.0,12.0,2.0,5.0,4.0,0.0,1.0,Male,Sales,Bachelors,Divorced,Executive,Yes,Travel_Rarely,0,1.0,0.8,0.0006481581505887436,equal,less,0.48325892857142855,Close,50+,10.0
23.0,13.0,10044.0,33.0,1.0,12.0,1.0,4.0,4.0,4.0,3.0,Male,Support,High School,Married,Technician,Yes,Non-Travel,1,0.3076923076923077,0.3076923076923077,0.0011947431302270011,equal,equal,0.48679678530424797,Far,Under 30,13.0
45.0,11.0,10302.0,31.0,4.0,13.0,2.0,2.0,2.0,0.0,4.0,Female,Sales,PhD,Single,Clerk,Yes,Travel_Frequently,0,0.18181818181818182,0.18181818181818182,0.0012618908949718502,greater,greater,0.48325892857142855,Far,40-50,22.0
45.0,26.0,4734.0,47.0,2.0,14.0,4.0,13.0,10.0,4.0,3.0,Female,Development,Bachelors,Divorced,Clerk,No,Travel_Rarely,0,0.5,0.38461538461538464,0.002957329953527672,greater,equal,0.49280575539568344,Very Far,40-50,104.0
61.0,25.0,3066.0,20.0,4.0,20.0,4.0,18.0,3.0,14.0,1.0,Female,Development,Masters,Married,Clerk,No,Travel_Frequently,0,0.72,0.12,0.006523157208088715,less,less,0.49280575539568344,Moderate,50+,100.0
61.0,11.0,6970.0,4.0,1.0,11.0,2.0,7.0,1.0,2.0,3.0,Male,Development,Masters,Divorced,Engineer,No,Travel_Rarely,1,0.6363636363636364,0.09090909090909091,0.0015781922525107603,greater,equal,0.49280575539568344,Close,50+,22.0
37.0,7.0,19701.0,32.0,2.0,22.0,2.0,4.0,1.0,0.0,3.0,Male,Support,Masters,Single,Executive,No,Travel_Rarely,1,0.5714285714285714,0.14285714285714285,0.0011166945840312675,greater,equal,0.48679678530424797,Far,30-40,14.0
47.0,9.0,18668.0,18.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,Female,HR,Masters,Single,Executive,No,Non-Travel,0,0.5555555555555556,0.2222222222222222,0.00021427040925648167,greater,equal,0.47465437788018433,Moderate,40-50,36.0
28.0,15.0,9794.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Male,Finance,Bachelors,Single,Manager,No,Travel_Frequently,0,0.06666666666666667,0.06666666666666667,0.00020420665713702266,less,equal,0.5064177362893816,Close,Under 30,30.0
45.0,25.0,6114.0,22.0,3.0,17.0,4.0,5.0,1.0,0.0,3.0,Female,Sales,High School,Single,Clerk,Yes,Non-Travel,0,0.2,0.04,0.002780503761858031,greater,greater,0.48325892857142855,Moderate,40-50,100.0
42.0,7.0,14834.0,17.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,Female,Finance,Bachelors,Married,Engineer,No,Travel_Rarely,1,0.0,0.0,0.00013482540110556829,greater,equal,0.5064177362893816,Moderate,40-50,14.0
56.0,28.0,18431.0,42.0,1.0,13.0,3.0,19.0,9.0,10.0,3.0,Male,HR,High School,Divorced,Technician,No,Travel_Frequently,0,0.6785714285714286,0.32142857142857145,0.0007053334056752211,equal,less,0.47465437788018433,Very Far,50+,84.0
50.0,19.0,8138.0,4.0,2.0,1.0,3.0,18.0,0.0,6.0,3.0,Female,HR,Masters,Married,Engineer,No,Travel_Frequently,1,0.9473684210526315,0.0,0.0001228803145736053,greater,less,0.47465437788018433,Close,40-50,57.0
18.0,16.0,12270.0,37.0,3.0,17.0,1.0,13.0,1.0,7.0,4.0,Female,Support,PhD,Single,Executive,No,Travel_Rarely,0,0.8125,0.0625,0.0013854930725346374,greater,greater,0.48679678530424797,Far,Under 30,16.0
44.0,18.0,12498.0,7.0,3.0,12.0,4.0,9.0,0.0,3.0,3.0,Female,Development,PhD,Single,Clerk,No,Non-Travel,1,0.5,0.0,0.0009601536245799327,greater,equal,0.49280575539568344,Close,40-50,72.0
30.0,16.0,5415.0,8.0,1.0,1.0,3.0,14.0,2.0,3.0,4.0,Male,Development,PhD,Single,Manager,Yes,Travel_Rarely,0,0.875,0.125,0.00018467220683287164,equal,greater,0.49280575539568344,Close,Under 30,48.0
58.0,38.0,14595.0,1.0,4.0,11.0,4.0,15.0,6.0,4.0,3.0,Female,HR,High School,Single,Engineer,Yes,Travel_Frequently,1,0.39473684210526316,0.15789473684210525,0.0007536827680712573,greater,less,0.47465437788018433,Close,50+,152.0
56.0,28.0,15410.0,19.0,1.0,7.0,1.0,21.0,4.0,3.0,1.0,Female,Support,Bachelors,Single,Executive,Yes,Travel_Frequently,0,0.75,0.14285714285714285,0.00045425048669695006,equal,less,0.48679678530424797,Moderate,50+,28.0
23.0,13.0,8164.0,17.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,Female,Sales,PhD,Divorced,Technician,Yes,Travel_Rarely,0,0.0,0.0,0.0004899559039686428,greater,greater,0.48325892857142855,Moderate,Under 30,52.0
25.0,16.0,9787.0,41.0,1.0,24.0,3.0,12.0,2.0,11.0,3.0,Female,Development,High School,Single,Engineer,No,Travel_Frequently,1,0.75,0.125,0.0024522325533871464,greater,equal,0.49280575539568344,Very Far,Under 30,48.0
44.0,12.0,17924.0,48.0,2.0,10.0,4.0,12.0,9.0,3.0,1.0,Female,HR,PhD,Divorced,Executive,Yes,Travel_Frequently,0,1.0,0.75,0.0005579111805400581,equal,less,0.47465437788018433,Very Far,40-50,48.0
26.0,28.0,14518.0,9.0,4.0,12.0,1.0,8.0,2.0,6.0,3.0,Female,Finance,Bachelors,Divorced,Clerk,Yes,Non-Travel,0,0.2857142857142857,0.07142857142857142,0.0008265601322496211,greater,greater,0.5064177362893816,Close,Under 30,28.0
54.0,33.0,2081.0,16.0,3.0,20.0,1.0,27.0,3.0,16.0,4.0,Male,Development,Masters,Single,Engineer,No,Non-Travel,0,0.8181818181818182,0.09090909090909091,0.009610764055742432,greater,greater,0.49280575539568344,Moderate,50+,33.0
50.0,26.0,5005.0,45.0,3.0,16.0,3.0,15.0,9.0,1.0,3.0,Male,Sales,Bachelors,Married,Manager,Yes,Travel_Frequently,0,0.5769230769230769,0.34615384615384615,0.003196803196803197,less,greater,0.48325892857142855,Very Far,40-50,78.0
59.0,32.0,10408.0,37.0,3.0,23.0,2.0,10.0,6.0,8.0,2.0,Female,Support,Masters,Married,Engineer,Yes,Non-Travel,0,0.3125,0.1875,0.0022098385857033053,greater,less,0.48679678530424797,Far,50+,64.0
32.0,38.0,10944.0,36.0,2.0,14.0,1.0,32.0,10.0,9.0,2.0,Female,Finance,PhD,Married,Manager,No,Non-Travel,0,0.8421052631578947,0.2631578947368421,0.0012792397660818713,less,equal,0.5064177362893816,Far,30-40,38.0
49.0,18.0,13953.0,12.0,3.0,17.0,3.0,15.0,10.0,2.0,3.0,Male,Sales,Bachelors,Single,Executive,Yes,Non-Travel,1,0.8333333333333334,0.5555555555555556,0.0012183759764925106,greater,greater,0.48325892857142855,Close,40-50,54.0
49.0,23.0,12943.0,35.0,4.0,5.0,2.0,18.0,14.0,14.0,1.0,Female,Sales,PhD,Single,Engineer,Yes,Non-Travel,0,0.782608695652174,0.6086956521739131,0.0003863092018851889,equal,less,0.48325892857142855,Far,40-50,46.0
41.0,13.0,5897.0,31.0,5.0,3.0,4.0,11.0,7.0,1.0,4.0,Female,Development,Bachelors,Single,Manager,Yes,Travel_Rarely,0,0.8461538461538461,0.5384615384615384,0.0005087332541970493,equal,greater,0.49280575539568344,Far,40-50,52.0
58.0,36.0,6648.0,19.0,1.0,3.0,1.0,23.0,12.0,11.0,4.0,Female,Finance,High School,Single,Executive,No,Non-Travel,0,0.6388888888888888,0.3333333333333333,0.0004512635379061372,greater,greater,0.5064177362893816,Moderate,50+,36.0
29.0,4.0,11674.0,26.0,1.0,12.0,3.0,4.0,1.0,2.0,1.0,Female,Sales,High School,Single,Executive,Yes,Travel_Frequently,0,1.0,0.25,0.001027925304094569,equal,less,0.48325892857142855,Far,Under 30,12.0
56.0,23.0,19166.0,36.0,1.0,8.0,4.0,11.0,7.0,1.0,3.0,Female,HR,Bachelors,Single,Engineer,Yes,Non-Travel,0,0.4782608695652174,0.30434782608695654,0.0004174058228112282,greater,less,0.47465437788018433,Far,50+,92.0
19.0,33.0,5794.0,4.0,2.0,9.0,2.0,18.0,4.0,2.0,1.0,Male,Sales,Bachelors,Divorced,Executive,Yes,Non-Travel,1,0.5454545454545454,0.12121212121212122,0.0015533310321021747,equal,less,0.48325892857142855,Close,Under 30,66.0
20.0,30.0,17344.0,48.0,3.0,13.0,3.0,18.0,12.0,15.0,3.0,Female,Finance,Bachelors,Divorced,Engineer,Yes,Travel_Frequently,0,0.6,0.4,0.0007495387453874539,greater,greater,0.5064177362893816,Very Far,Under 30,90.0
54.0,29.0,14874.0,43.0,3.0,7.0,4.0,7.0,2.0,1.0,2.0,Male,Support,Bachelors,Single,Clerk,No,Travel_Rarely,0,0.2413793103448276,0.06896551724137931,0.00047061987360494823,equal,less,0.48679678530424797,Very Far,50+,116.0
34.0,8.0,7597.0,31.0,5.0,2.0,3.0,4.0,4.0,4.0,1.0,Female,Support,Masters,Single,Engineer,No,Travel_Frequently,1,0.5,0.5,0.00026326181387389757,equal,less,0.48679678530424797,Far,30-40,24.0
19.0,27.0,7051.0,43.0,2.0,0.0,4.0,26.0,13.0,5.0,1.0,Female,Finance,Masters,Divorced,Executive,No,Travel_Frequently,1,0.9629629629629629,0.48148148148148145,0.0,equal,less,0.5064177362893816,Very Far,Under 30,108.0
45.0,25.0,19126.0,39.0,4.0,14.0,1.0,11.0,7.0,0.0,4.0,Male,Sales,PhD,Single,Clerk,Yes,Travel_Frequently,1,0.44,0.28,0.0007319878699152986,greater,greater,0.48325892857142855,Very Far,40-50,25.0
40.0,17.0,6544.0,46.0,3.0,14.0,1.0,17.0,5.0,16.0,2.0,Female,Sales,PhD,Divorced,Manager,No,Non-Travel,0,1.0,0.29411764705882354,0.002139364303178484,less,equal,0.48325892857142855,Very Far,30-40,17.0
54.0,35.0,14875.0,4.0,3.0,6.0,3.0,8.0,5.0,5.0,3.0,Female,Support,PhD,Married,Technician,Yes,Non-Travel,0,0.22857142857142856,0.14285714285714285,0.00040336134453781514,equal,equal,0.48679678530424797,Close,50+,105.0
49.0,7.0,6355.0,40.0,2.0,14.0,1.0,2.0,0.0,2.0,4.0,Female,Support,Masters,Married,Manager,No,Non-Travel,0,0.2857142857142857,0.0,0.002202989771833202,equal,greater,0.48679678530424797,Very Far,40-50,7.0
50.0,17.0,10285.0,44.0,5.0,6.0,2.0,4.0,1.0,3.0,1.0,Female,HR,Bachelors,Married,Technician,No,Non-Travel,0,0.23529411764705882,0.058823529411764705,0.000583373845405931,less,less,0.47465437788018433,Very Far,40-50,34.0
18.0,19.0,15308.0,13.0,2.0,12.0,2.0,3.0,0.0,2.0,2.0,Male,Support,Masters,Divorced,Clerk,Yes,Travel_Rarely,0,0.15789473684210525,0.0,0.0007839038411288215,equal,less,0.48679678530424797,Close,Under 30,38.0
36.0,31.0,19759.0,41.0,5.0,11.0,4.0,25.0,6.0,13.0,4.0,Female,HR,Masters,Single,Clerk,Yes,Non-Travel,0,0.8064516129032258,0.1935483870967742,0.000556708335442077,greater,equal,0.47465437788018433,Very Far,30-40,124.0
19.0,28.0,4516.0,9.0,3.0,17.0,4.0,5.0,3.0,4.0,1.0,Male,Sales,PhD,Single,Clerk,No,Non-Travel,1,0.17857142857142858,0.10714285714285714,0.0037643932683790967,less,less,0.48325892857142855,Close,Under 30,112.0
61.0,17.0,15155.0,2.0,5.0,6.0,4.0,15.0,12.0,13.0,2.0,Female,HR,High School,Single,Technician,Yes,Travel_Rarely,0,0.8823529411764706,0.7058823529411765,0.00039590894094358297,less,less,0.47465437788018433,Close,50+,68.0
43.0,6.0,18474.0,35.0,5.0,6.0,3.0,1.0,1.0,0.0,1.0,Male,HR,High School,Divorced,Engineer,No,Travel_Frequently,1,0.16666666666666666,0.16666666666666666,0.0003247807729782397,equal,less,0.47465437788018433,Far,40-50,18.0
49.0,32.0,19338.0,4.0,1.0,5.0,2.0,24.0,9.0,10.0,1.0,Female,HR,Masters,Divorced,Engineer,No,Travel_Frequently,0,0.75,0.28125,0.0002585582790360947,equal,less,0.47465437788018433,Close,40-50,64.0
21.0,3.0,10214.0,14.0,1.0,8.0,3.0,1.0,1.0,1.0,2.0,Male,Sales,Masters,Married,Executive,No,Non-Travel,1,0.3333333333333333,0.3333333333333333,0.0007832386919913843,greater,equal,0.48325892857142855,Moderate,Under 30,9.0
28.0,19.0,14310.0,21.0,1.0,18.0,4.0,13.0,12.0,6.0,3.0,Female,Finance,Bachelors,Married,Manager,No,Travel_Frequently,0,0.6842105263157895,0.631578947368421,0.0012578616352201257,less,greater,0.5064177362893816,Moderate,Under 30,76.0
34.0,35.0,4547.0,41.0,1.0,23.0,3.0,12.0,9.0,0.0,1.0,Female,HR,PhD,Single,Technician,Yes,Travel_Frequently,0,0.34285714285714286,0.2571428571428571,0.005058280184737189,less,less,0.47465437788018433,Very Far,30-40,105.0
41.0,37.0,18572.0,33.0,4.0,15.0,2.0,23.0,4.0,9.0,2.0,Male,Development,High School,Single,Executive,No,Non-Travel,0,0.6216216216216216,0.10810810810810811,0.0008076674563859573,greater,less,0.49280575539568344,Far,40-50,74.0
22.0,27.0,18207.0,45.0,5.0,15.0,4.0,5.0,1.0,3.0,2.0,Female,Sales,High School,Single,Clerk,No,Travel_Frequently,0,0.18518518518518517,0.037037037037037035,0.0008238589553468446,equal,equal,0.48325892857142855,Very Far,Under 30,108.0
51.0,2.0,2459.0,28.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,Female,Development,Masters,Divorced,Technician,No,Non-Travel,1,0.5,0.0,0.0,equal,equal,0.49280575539568344,Far,50+,6.0
23.0,5.0,4236.0,3.0,1.0,22.0,1.0,1.0,0.0,1.0,1.0,Female,Finance,PhD,Divorced,Engineer,Yes,Travel_Rarely,1,0.2,0.0,0.005193578847969783,equal,less,0.5064177362893816,Close,Under 30,5.0
39.0,22.0,2580.0,14.0,5.0,12.0,2.0,20.0,10.0,14.0,3.0,Male,HR,Bachelors,Married,Engineer,No,Travel_Frequently,0,0.9090909090909091,0.45454545454545453,0.004651162790697674,greater,less,0.47465437788018433,Moderate,30-40,44.0
28.0,6.0,16439.0,19.0,4.0,18.0,2.0,4.0,2.0,2.0,2.0,Female,HR,High School,Married,Engineer,Yes,Non-Travel,1,0.6666666666666666,0.3333333333333333,0.0010949571141796947,greater,less,0.47465437788018433,Moderate,Under 30,12.0
33.0,35.0,6715.0,6.0,5.0,3.0,3.0,6.0,4.0,2.0,4.0,Male,Support,PhD,Married,Clerk,Yes,Travel_Frequently,0,0.17142857142857143,0.11428571428571428,0.0004467609828741623,greater,greater,0.48679678530424797,Close,30-40,105.0
26.0,5.0,7897.0,20.0,3.0,21.0,2.0,1.0,1.0,0.0,1.0,Male,Sales,Bachelors,Single,Manager,Yes,Non-Travel,0,0.2,0.2,0.00265923768519691,less,less,0.48325892857142855,Moderate,Under 30,10.0
23.0,23.0,10664.0,1.0,2.0,9.0,3.0,13.0,11.0,2.0,2.0,Female,Finance,PhD,Single,Engineer,No,Travel_Rarely,1,0.5652173913043478,0.4782608695652174,0.0008439609902475618,greater,equal,0.5064177362893816,Close,Under 30,69.0
20.0,23.0,13898.0,12.0,5.0,12.0,4.0,3.0,3.0,2.0,3.0,Male,HR,High School,Married,Clerk,Yes,Travel_Rarely,0,0.13043478260869565,0.13043478260869565,0.0008634335875665563,greater,less,0.47465437788018433,Close,Under 30,92.0
53.0,28.0,18899.0,36.0,2.0,14.0,3.0,13.0,6.0,2.0,1.0,Female,Support,PhD,Single,Technician,Yes,Non-Travel,0,0.4642857142857143,0.21428571428571427,0.0007407799354463199,less,less,0.48679678530424797,Far,50+,84.0
36.0,36.0,9355.0,17.0,5.0,14.0,4.0,5.0,4.0,4.0,4.0,Female,Finance,Bachelors,Divorced,Clerk,Yes,Travel_Rarely,0,0.1388888888888889,0.1111111111111111,0.0014965259219668627,greater,greater,0.5064177362893816,Moderate,30-40,144.0
43.0,31.0,12585.0,47.0,1.0,6.0,2.0,8.0,7.0,2.0,4.0,Female,Development,High School,Single,Engineer,Yes,Travel_Frequently,0,0.25806451612903225,0.22580645161290322,0.0004767580452920143,greater,greater,0.49280575539568344,Very Far,40-50,62.0
20.0,24.0,19759.0,29.0,5.0,13.0,4.0,3.0,3.0,2.0,1.0,Female,Development,PhD,Divorced,Executive,No,Travel_Rarely,0,0.125,0.125,0.0006579280327951819,equal,less,0.49280575539568344,Far,Under 30,96.0
36.0,9.0,5669.0,3.0,2.0,7.0,4.0,8.0,0.0,0.0,2.0,Male,Development,Bachelors,Divorced,Technician,No,Travel_Frequently,0,0.8888888888888888,0.0,0.0012347856764861529,less,less,0.49280575539568344,Close,30-40,36.0
37.0,34.0,16382.0,29.0,4.0,18.0,3.0,17.0,3.0,3.0,4.0,Female,Sales,High School,Single,Technician,Yes,Non-Travel,0,0.5,0.08823529411764706,0.0010987669393236479,greater,greater,0.48325892857142855,Far,30-40,102.0
